ID,Asset,File,Width,Height,Sharpness,Status
Sticker-Zen-0039,U2,Sticker-Zen-0039_U2_Grid.png,256,256,250.33,low_resolution
Sticker-Zen-0039,U3,Sticker-Zen-0039_U3_Grid.png,256,256,737.78,low_resolution
Sticker-Zen-0039,U4,Sticker-Zen-0039_U4_Grid.png,256,256,808.81,low_resolution
Sticker-Zen-0040,Cover,Cover_Mockup.png,1800,1800,2148.46,ok
Sticker-Zen-0040,Production,Production_Design.png,1664,1664,1417.35,ok
Sticker-Zen-0040,U1,Sticker-Zen-0040_U1_Grid.png,1024,1024,1819.47,ok
Sticker-Zen-0040,U2,Sticker-Zen-0040_U2_Grid.png,1024,1024,2480.74,ok
Sticker-Zen-0040,U3,Sticker-Zen-0040_U3_Grid.png,1024,1024,757.64,ok
Sticker-Zen-0040,U4,Sticker-Zen-0040_U4_Grid.png,1024,1024,3626.75,ok
Sticker-Zen-0041,Cover,Cover_Mockup.png,1800,1800,1554.47,ok
Sticker-Zen-0041,Production,Production_Design.png,1664,1664,1672.35,ok
Sticker-Zen-0041,U1,Sticker-Zen-0041_U1_Grid.png,1024,1024,1975.67,ok
Sticker-Zen-0041,U2,Sticker-Zen-0041_U2_Grid.png,1024,1024,2265.98,ok
Sticker-Zen-0041,U3,Sticker-Zen-0041_U3_Grid.png,1024,1024,1655.26,ok
Sticker-Zen-0041,U4,Sticker-Zen-0041_U4_Grid.png,1024,1024,2133.72,ok
Sticker-Zen-0042,Cover,Cover_Mockup.png,1800,1800,213.58,ok
Sticker-Zen-0042,Production,Production_Design.png,1664,1664,214.44,ok
Sticker-Zen-0042,U1,Sticker-Zen-0042_U1_Grid.png,1024,1024,2131.75,ok
Sticker-Zen-0042,U2,Sticker-Zen-0042_U2_Grid.png,1024,1024,2088.78,ok
Sticker-Zen-0042,U3,Sticker-Zen-0042_U3_Grid.png,1024,1024,1624.14,ok
Sticker-Zen-0042,U4,Sticker-Zen-0042_U4_Grid.png,1024,1024,1995.07,ok
Sticker-Zen-0044,Cover,Cover_Mockup.png,1800,1800,259.75,ok
Sticker-Zen-0044,Production,Production_Design.png,1664,1664,165.87,ok
Sticker-Zen-0044,U1,Sticker-Zen-0044_U1_Grid.png,1024,1024,4098.24,ok
Sticker-Zen-0044,U2,Sticker-Zen-0044_U2_Grid.png,1024,1024,1356.25,ok
Sticker-Zen-0044,U3,Sticker-Zen-0044_U3_Grid.png,1024,1024,1115.14,ok
Sticker-Zen-0044,U4,Sticker-Zen-0044_U4_Grid.png,1024,1024,1454.41,ok
Sticker-Zen-0045,Cover,Cover_Mockup.png,1800,1800,1638.03,ok
Sticker-Zen-0045,Production,Production_Design.png,1664,1664,1599.58,ok
Sticker-Zen-0045,U1,Sticker-Zen-0045_U1_Grid.png,1024,1024,1880.42,ok
Sticker-Zen-0045,U2,Sticker-Zen-0045_U2_Grid.png,1024,1024,1796.16,ok
Sticker-Zen-0045,U3,Sticker-Zen-0045_U3_Grid.png,1024,1024,1377.71,ok
